,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
10608,Hôtel Port-Jacquet,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.6388,-2.2533,32 rue du Port,22380,+33 2 96 41 97 18,port.jacquet@wanadoo.fr,http://www.port-jacquet.com/,Saint-Cast-le-Guildo,
10609,Hôtel- restaurant des Sables Blancs,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.1008761,-4.352788,39 rue des Sables Blancs,29100,+33 2 98 74 00 87,hdsb.ledz@gmail.com,,Douarnenez,
10610,Hôtel Le Conti,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.3852195,-4.4902241,Square de la Tour d'Auvergne 41 rue Emile Zola,29200,+33 2 98 80 50 40,continental.brest@oceaniahotels.com,http://www.oceaniahotels.com/h/hotel-le-continental-brest/presentation,Brest,
10611,Hôtel - restaurant Relais Fasthotel,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.86378,-3.526099,ZA de la Villeneuve Braouïc 3 rue de Nara,29300,+33 2 98 09 02 52,quimperle@fasthotel.com,http://www.fasthotel.com/,Quimperlé,
10612,Hôtel - restaurant La Perrière,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.2020005,-2.9854461,2 rue Ardoisiers,22530,+33 2 96 26 08 63,restaurant.laperriere@gmail.com,,Guerlédan,
10613,Brit Hôtel de l'Arrivée,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.5562448,-3.1434202,19 boulevard Clémenceau,22200,+33 2 96 40 04 57,guingamp@brithotel.fr,,Guingamp,
10614,Brit Hôtel Lannion-Perros,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.769077,-3.4452039,Route de Perros-Guirec Impasse Nivern Bihan,22300,+33 2 96 48 75 39,lannion@brithotel.fr,http://hotel-lannion.brithotel.fr/,Lannion,
10615,La Marinière,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.6468578,-2.0085508,2 boulevard des Talards,35400,+33 2 23 18 24 87,reception@la-mariniere.bzh,,Saint-Malo,
10616,Hôtel - restaurant et Spa Ti al Lannec,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.7691592,-3.5794508,14 allée de Mezo Guen,22560,+33 2 96 15 01 01,contact@tiallannec.com,http://www.tiallannec.com/,Trébeurden,
10617,Hôtel Le Manoir des Portes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.4774022,-2.4755287,La Poterie La Rabine des Portes,22400,+33 2 96 31 13 62,contact@manoirdesportes.com,http://www.manoirdesportes.com/,Lamballe-Armor,
10618,Hôtel de Matignon,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.5953608,-2.2871251,11 Place Gouyon,22550,+33 2 96 88 22 19,contact@hoteldematignon22.fr,http://www.hoteldematignon22.com/,Matignon,
10619,Hôtel Le Grand Bé,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.6493382,-2.0274816,1 place des Frères Lamennais,35400,+33 2 23 18 99 90,reception@legrandbe.com,http://www.legrandbe.com/,Saint-Malo,
10623,Hôtel - restaurant La Vieille Auberge,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.8453477,-2.9996309,Le Bourg,22870,+33 2 96 20 00 24,vieille-auberge.brehat@wanadoo.fr,http://www.la-vieille-auberge-brehat.com/,Île-de-Bréhat,
10624,La Barbinais,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.6448249,-1.9594848,La Barbinais,35400,+33 2 23 52 09 85,domainedelabarbinais@orange.fr,http://www.domainedelabarbinais.com/,Saint-Malo,
10625,Camping La Pommeraie de l'Océan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8071036,-3.8375726,Pointe de Trévignon 3 Stang Sant Laorans,29910,+33 2 98 50 02 73,accpommeraie@vacanceselect.com,http://www.tohapi.fr/,Trégunc,
10626,Camping le Hellès,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8678692,-4.1290166,Sainte-Marine 55 rue du Petit Bourg,29120,+33 2 98 56 31 46,contact@le-helles.com,http://www.le-helles.com/,Combrit,
10627,Camping Sites et Paysages La Torche,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8325829,-4.3261526,Roz An Tremen - Pointe de la Torche,29120,+33 2 98 58 62 82,info@campingdelatorche.fr,http://www.campingdelatorche.fr/,Plomeur,
10628,Camping Municipal de La Verte Vallée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.4031964,-3.4344418,Avenue Ernest Renan,22160,+33 2 96 45 58 50,campingcallac@gmail.com,http://www.mairie-callac.fr/fr/tourisme/le-camping-municipal,Callac,
10629,LEP Lycée de Kersa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.8046093,-3.0467371,BP 2,22620,+33 2 96 55 81 98,,,Ploubazlanec,
10630,Camping Paradis Domaine de Bel Air,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.9913868,-4.3535683,Keridreuff  Ty Varlen,29710,+33 2 98 91 50 27,contact@belaircamping.com,http://www.belaircamping.com/,Landudec,
10631,Camping Municipal Ernest Renan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.79663,-3.42705,66 route de Perros,22700,+33 2 96 23 11 78,contact@camping-louannec.fr,http://www.camping-louannec.fr/,Louannec,
10632,Le hameau de Peemor Pen : résidence Lagrange Prestige,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.2243874,-4.5187629,Lieu dit Penfrat,29160,+33 4 37 24 65 70,service.client@groupe-lagrange.com,http://www.vacances-lagrange.com/,Crozon,
10633,Camping de la Plage,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8680907,-4.0982985,"20, rue du Poulquer Lieu dit Kérambéchennec",29950,+33 2 98 57 00 55,laplagebenodet@orange.fr,http://www.campingdelaplagebenodet.com/,Bénodet,
10634,Camping Entre Deux Caps,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6231936,-2.3986887,17 Rue du Honchet,22240,+33 2 96 72 06 17,,,Plurien,
10635,Centre de vacances et de loisirs Penmarc'h,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8327588,-4.3269205,La Torche,29120,,,http://www.ucpa-grandouest.com/,Penmarch,
10636,Camping Tal ar Moor,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8025477,-3.7168335,Kerfany plage,29350,+33 2 98 71 11 98,lizoreuxjac@wanadoo.fr,http://www.campingkerfanyplage.fr/,Moëlan-sur-Mer,
10637,Camping Le Domaine des Jonquilles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.5598335,-2.5340119,12 rue des Jonquilles,22400,+33 6 75 44 39 69,info@campingdesjonquilles.com,http://www.campingdesjonquilles.com/,Saint-Alban,
10638,Camping Le Loup Blanc,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.0055138,-4.4957688,13 Rue de l'Océan,29780,+33 7 70 28 85 74,contact@leloupblanc-camping.fr,http://www.leloupblanc-camping.fr/,Plouhinec,
10639,Les Roulottes des Korrigans,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.300609,-3.955689,Goarem Edern,29190,+33 2 98 81 41 62,contact@roulottes-des-korrigans.com,http://www.roulottes-des-korrigans.com/,Brasparts,
10640,Camping Domaine les Peupliers,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.3109151,-1.8230437,21 La Besnelais,35190,+33 2 99 45 49 75,contact@domainelespeupliers.fr,http://www.domainelespeupliers.fr/,Tinténiac,
10641,Domaine Arvor,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.430978,-2.0241349,La Ville Ameline Tressaint,22100,+33 2 96 39 33 69,contact@domaine-arvor.com,http://www.domaine-arvor.com/,Lanvallay,
10642,Camping GCU,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.8129398,-3.5441851,24 rue de Roscannée Landrelec,22560,+33 2 96 23 43 61,,http://www.gcu.asso.fr/terrains/landrellec-c%C3%B4tes-darmor-22,Pleumeur-Bodou,
10643,Camping Le Poulmic,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8682723,-4.0901371,"24, rue du Canvez",29950,+33 2 98 57 04 83,poulmic@vacances-andretrigano.com,https://vacances-andretrigano.com/camping/finistere/poulmic-benodet,Bénodet,
10648,Passeur Île-Tudy/Loctudy,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,47.8410906,-4.1710242,Place de la Cale,29980,+33 2 98 56 42 57,mairie.iletudy@wanadoo.fr,http://www.ile-tudy.fr/fr/information/94763/passeur-entre-ile-tudy-loctudy,Île-Tudy,
10649,Manoir de la Cour de Launay,https://www.datatourisme.fr/ontology/core#ArcheologicalSite|https://www.datatourisme.fr/ontology/core#Castle|https://www.datatourisme.fr/ontology/core#CityHeritage|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/TouristInformationCenter|http://schema.org/Park,47.7313,-2.2001,9 Launay La Cour De Launay,56200,+33 2 56 50 68 44,jeanpaul.couche@gmail.com,http://www.courdelaunay.com/|#+33,Les Fougerêts,
10656,Just'Evènements - Activités Créatives et de Loisirs pour Tous,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Visit|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Course|https://www.datatourisme.fr/ontology/core#Practice|https://www.datatourisme.fr/ontology/core#CulturalActivityProvider|http://schema.org/Product|http://schema.org/Park,47.54898,-2.908678,24 Boulevard de la Rade - Port Navalo,56640,+33 6 20 07 66 44,justevenements@gmail.com,http://www.justevenements.com/|#+33,Arzon,
10661,Plage de Moustérian,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,47.60562,-2.741872,Plage de Moustérian,56860,,,,Séné,
10662,Plage de Pénéra - Kerolan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,47.5878,-2.799593,Plage de Penera - Kerolan,56840,,,,Île-d'Arz,
10663,Plage du Bas Pouldu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,47.76837,-3.525342,Le Bas Pouldu,56520,,,,Guidel,
10664,Restaurant Les Fauves,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,47.77302,-3.525753,Le Bas Pouldu,56520,+33 2 97 32 86 86,fauves.fleurmer@orange.fr,http://www.lesfauves.fr/|LES,Guidel,
10667,Plage du Goërem,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,47.69671,-3.354342,Le Goërem,56680,,,,Gâvres,
10668,Plage de la Source,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,47.48095,-2.494186,Allée du maro,56760,,,,Pénestin,
10671,Plage de La Fontaine,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,47.59114,-2.906864,Plage la Fontaine,56870,,,,Larmor-Baden,
10672,Plage du Lomer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,47.4849394,-2.4940772,Allee du lomer,56760,,,,Pénestin,
10673,Chapelle Saint-Fiacre,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Chapel,48.01425,-3.48686,Saint-Fiacre,56320,+33 2 97 23 07 68,,,Le Faouët,
10746,Vedettes Sirènes,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,48.2236546,-4.4998712,Morgat Quai Kador,29160,+33 6 60 93 97 05,info@sirenes.bzh,http://www.sirenes.bzh/,Crozon,
10767,Centre de l'Armor colonie d'Epinay-sur-Seine,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.842374,-3.139565,43 rue du Sillon Talbert,22610,+33 2 96 22 93 70,patrick.pinson@epinay-sur-seine.fr,,Pleubian,
