,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
304,Shegara,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.594,9.284,Avenue Georges Pompidou,20137,+33 4 95 70 04 31,shegara@gmail.com,http://www.shegara.fr/,Porto-Vecchio,"Un lieu privilégié face au golfe de Porto-Vecchio, près du port de plaisance et de la vieille ville.
Des chambres spacieuses, avec vue mer ou vue jardin. 
Un établissement hôtelier entièrement climatisé et rénové avec piscine chauffée."
305,Casa Santini x Roc Seven,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.595181,9.284643,Avenue Georges Pompidou,20137,+33 4 95 70 14 15,povo@rocseven.com,https://www.fahrenheitseven.com/les-destinations/roc-seven-casa-santini-hotel-porto-vecchio.html,Porto-Vecchio,"Idéalement situé, au cœur de la baie de Porto-Vecchio, à deux pas du port de plaisance et de la citadelle.
Découvrez le charme d’un hôtel-restaurant à l’accueil chaleureux et authentique."
309,Porto-Vecchio Croisières Destination Lavezzi,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.591231,9.283668,Port de plaisance,20137,+33 6 15 48 51 52,portovecchiocroisiere@orange.fr,http://www.portovecchio-croisieres.com/,Porto-Vecchio,Embarquez sur le Maria Serena pour un déjeuner et une journée inoubliable dans la Réserve Naturelle des Bouches de Bonifacio et dégustez à bord nos menus « Côté Maquis » ou « Côté Mer ».
313,Le Magnolia,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.566729,8.757881,Place du marché Rue Alsace Lorraine,20260,+33 4 95 65 19 16,hotel.magnolia@orange.fr,http://www.hotel-le-magnolia.com/,Calvi,"Au cœur de Calvi, la cité Semper Fidelis, nous vous accueillons dans notre hôtel de charme. Cette maison de maître du siècle dernier vous séduira par sa décoration romantique et son beau patio à la touche florentine, à l'ombre d'un magnolia centenaire."
315,Résidence Saletta Casale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.63617,8.936168,Boulevard Jean Lançon,20220,+33 4 95 31 21 06,reservation@residence-saletta.com,http://www.residences-saletta.com/,L'Île-Rousse,"La Résidence Saletta Casale vous accueille au cœur de L'Île-Rousse, à quelques pas de la mer. Vous séjournerez dans une résidence de standing avec piscines, des appartements modernes, climatisés et entièrement équipés. De nombreux services à disposition."
316,Bureau d'Information Touristique Galeria-Falasorma,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,42.411478,8.681614,Carrefour des Cinque Arcate,20245,+33 4 95 65 16 67,tourisme@balagne-corsica.com,https://www.balagne-corsica.com/,Galéria,Nos services … Accueil – Information – Réservation hébergement
319,Résidence Saint Michel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.632506,8.931884,16 Boulevard Pierre Pasquini,20220,+33 4 95 60 55 19,info@motelsaintmichel.fr,http://www.motelsaintmichel.fr/,L'Île-Rousse,"Cette petite résidence vous propose des appartements entièrement équipés et climatisés. Elle bénéficie d'un emplacement idéal à L'Ile-Rousse, à proximité du centre ville et à 500 mètres des plages et des commerces.
Disposant d'une borne de recharge elec."
320,Corse Adrénaline,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.26704,8.693502,Place de la Marine Porto,20150,+33 6 23 06 44 93,contact@corseadrenaline.fr,http://www.corseadrenaline.fr/,Ota,"Corse Adrénaline vous accueille à Porto pour des croisières en mer en bateau offshore de 12 places pour un moment inoubliable vers la Réserve Naturelle de Scandola, les calanche de Piana, le Capo Rosso et Girolata."
327,Balagne Aventures Corsica,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.604,8.8271,Port de Sant Ambroggio,20260,+33 6 29 49 69 84,infos@balagne-aventures-corsica.com,https://www.balagne-aventures-corsica.com/,Lumio,"Balagne Aventures Corsica vous propose de vivre des aventures en mer inoubliables dans un cadre d'exception, du Cap Corse aux calanques de Piana."
332,Camping de la Plage,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.608492,8.873847,RT30,20220,+33 4 95 60 71 76,campingalgajola@wanadoo.fr,http://www.camping-de-la-plage-en-balagne.com/,Algajola,"Le Camping de la Plage, situé à Algajola, en Balagne, entre Ile-Rousse et Calvi, longe l’une des plus belles plages de Corse, mariant son sable blond à l’ombrage de la forêt de pins parasols et d’eucalyptus.
Rencontre avec... Karine et toute son équipe"
333,Le Mariana,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.564839,8.753216,Avenue Santa Maria,20260,+33 4 95 65 31 38,info@hotel-mariana.com,http://www.hotel-mariana.com/,Calvi,"Situé en Corse, sur les hauteurs de Calvi, le Mariana bénéficie d'une vue panoramique sur le golfe et les montagnes depuis la piscine. A 10 minutes de la plage et 5 minutes du centre ville, restaurants et boutiques à proximité. Bon séjour en Balagne !"
334,Acquale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.565,8.7536,Avenue Santa Maria,20260,+33 4 95 65 24 23,info@hotelacquale.com,https://www.hotelacquale.com/,Calvi,Venez passer un séjour de rêve et d'exception en Balagne en Corse. Cet hôtel du centre ville vous offre tout le confort moderne et une proximité de la mer et de la plage pour des vacances réussies à Calvi !
336,Le Belvédère,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.567935,8.758204,Place Christophe Colomb,20260,+33 4 95 65 01 25,info@calvi-location.fr,http://www.belvedere-calvi-hotel.com/,Calvi,"Idéalement placé en face de la Citadelle de Calvi et du parking public, à proximité des boutiques, Le Belvédère est à seulement 100 mètres de la mer et du port de plaisance.  La plage de sable est à 5 minutes à pied. Bienvenue en Corse !"
341,Bel Horizon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.508347,8.854934,4 place du Prince Pierre,20214,+33 4 95 62 71 72,contact@calenzana.com,http://www.calenzana.com/,Calenzana,"Situé au cœur du village de Calenzana, face à l’église Saint Blaise, l’hôtel offre un confort simple et soigné. Nos amis randonneurs qui souhaitent se mesurer au GR20 ou Mare è Monti puisque il n'est qu'à 2 minutes du départ de ces grandes randonnées."
343,Parc de Saleccia,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,42.635929,8.978947,"Lieu-dit Saleccia Route de Bastia, T 30",20220,+33 4 95 36 88 83,parc.de.saleccia@wanadoo.fr,http://www.parc-saleccia.fr/,L'Île-Rousse,"Découvrez la végétation corse et méditerranéenne mis en scène par un paysagiste. Une promenade nature inédite. Un vrai moment de détentes, de découverte et de partage à vivre entre amis ou en famille."
346,Croisière des Îles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.376854,9.221687,Piantarella,20169,+33 6 83 17 37 17,info@voilesdebonifacio.com,http://www.voilesdebonifacio.com/,Bonifacio,"Croisière en mer en catamaran à voile au départ de Bonifacio pour les Îles Lavezzi - Cavallo ou Nord Sardaigne. À la journée ou demie-journée. Repas à bord à la demande. Escales Snorkeling, Paddle board. Possibilité de privatisation. Affilié FF Voile."
349,Santa Giulia Palace,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.536,9.2761,Baie de Santa Giulia,20137,+33 4 95 70 49 88,info@santa-giulia.net,https://www.santa-giulia.net/,Porto-Vecchio,"Un cadre privilégié entre ciel, mer et maquis, idéal pour se ressourcer.
Le Domaine SANTA GIULIA PALACE est un Domaine hôtelier de luxe composé de 63 logements avec vue mer (villas, appartements, suites et chambres haut de gamme) située à Porto-Vecchio."
351,Costa Nera,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.533,9.2719,Baie de Santa Giulia,20137,+33 4 95 21 12 43,contact@costa-nera.com,http://www.costa-nera.com/,Porto-Vecchio,"Située au cœur de la baie de Santa Giulia, la résidence Costa Nera constitue un ensemble de charme, composé d’appartements en duplex avec patios privatifs et de studios avec terrasses."
356,Le Grand Hôtel,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.566253,8.756348,Boulevard Wilson,20260,+33 4 95 65 09 74,contacts@grand-hotel-calvi.com,http://www.grand-hotel-calvi.com/,Calvi,"Le Grand Hôtel à Calvi en Corse, jouit d'un emplacement exceptionnel, au coeur de la station balnéaire. Situé à deux pas des commerces, du port et des principales attractions touristiques de Balagne et, surtout, de la plage de sable fin."
357,Le Rocher,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.566099,8.756323,Boulevard Wilson,20260,+33 4 95 65 20 04,hotel.lerocher@wanadoo.fr,https://www.hotel-le-rocher.com/,Calvi,"Situé en plein coeur de Calvi en Balagne, à proximité des restaurants, commerces et animations et à 200 m. de la plage de sable fin."
358,La Ferme de Padula,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Farm|https://www.datatourisme.fr/ontology/core#TeachingFarm|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,41.56314,9.282138,Route de Porra,20137,+33 6 11 79 96 76,fermedepadula@hotmail.fr,http://www.fermepedagogiquecorse.com/,Porto-Vecchio,"SUR RESERVATION : 
Au cours d'une visite guidée de la Ferme, venez nourrir et caresser les animaux. 
Vous aller découvrir et rencontrer :  poules d'ornements, Léon le paon, dindon, tortues, canards, oies, chèvres, brebis, lapins, cochons nains, poussins."
359,Les Terrasses de Scalegiu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.558466,9.314679,Route de Porra,20137,+33 3 20 67 73 35,info@scalegiu.com,http://www.scalegiu.com/,Porto-Vecchio,"À seulement 10 min à pied de Palombaggia, avec vue imprenable, Les Terrasses de Scalegiu c’est :
- Les Casinas, jolies maisons très confortables.
- La Villa, surplombant la résidence, avec ses grandes pièces à vivre, peut accueillir jusqu’à 14 personnes."
360,Le Splendid,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.633047,8.94109,Avenue Comte Valery,20220,+33 4 95 60 00 24,info@le-splendid-hotel.com,http://www.le-splendid-hotel.com/,L'Île-Rousse,Cet hôtel-restaurant vous propose un séjour de qualité à quelques mètres de la plage de L'Ile-Rousse et du centre ville. Vous pourrez aussi vous détendre au bord de la piscine privée ou au bar cocktail et déguster une cuisine méditerranéenne de qualité.
364,Calvi Promenade en Mer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.565364,8.757207,Port de Plaisance,20260,+33 6 43 34 30 58,contact@calvipromenadeenmer.com,https://www.calvipromenadeenmer.com/,Calvi,"Pour visiter les plus beaux joyaux des côtes de la Balagne et de la Corse, embarquez à bord de nos bateaux de Calvi Promenade en mer, alliant plaisir et écologie."
365,Calvi Aventure,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.565574,8.757271,Port de Plaisance,20260,+33 7 88 07 72 69,calvi.aventure@gmail.com,https://www.calvi-aventure.com/,Calvi,Partez à la découverte des joyaux du littoral corse avec Calvi Aventure; embarquez à bord de nos semi-rigides depuis Calvi en Balagne !
368,Funtana a l'Ora,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.253737,8.722483,Route d'Evisa,20198,+33 4 95 26 11 65,funtana.contact@gmail.com,https://www.funtanaalora.fr/,Ota,"Choisir le camping Funtana a l'Ora c'est choisir un camping atypique entre mer et montagne. Vous y séjournerez en location de chalets en bois, mobile-homes ou en emplacements de tente."
369,Le Mariosa,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.588729,9.304513,Route de Palombaggia par Piccovaggia,20137,+33 4 95 70 17 77,contact@hotelmariosa.com,http://www.hotelmariosa.com/,Porto-Vecchio,"Hôtel 4 étoiles, pieds dans l’eau, construction contemporaine avec bar, restaurant, piscine, plage, parking privé, accès wifi. Chambre en open space, accessibilité aux personnes à mobilité réduite."
370,Calvi Evasion Promenades en Mer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.564723,8.756556,Quai Landry Port de plaisance (face à l'amphithéâtre - guichet bleu),20260,+33 7 87 13 59 95,calvievasion@gmail.com,https://www.calvi-evasion.com/,Calvi,Promenade en mer en Corse... naviguez le long des côtes de Balagne avec Calvi Evasion...
371,U Paviddonu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.600305,9.334243,Lieu dit Pavellone Route de Palombaggia,20137,+33 6 15 57 31 21,info@paviddonu.com,http://www.paviddonu.com/,Porto-Vecchio,"Au sud du golfe de Porto Vecchio, la résidence U PAVIDDONU*** avec sa piscine chauffée, son restaurant et son accès direct à la mer est heureuse de vous accueillir dans 20 mini-villas climatisées tout confort, les pieds dans l'eau."
372,La Pietra,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.643407,8.936702,Chemin du phare,20220,+33 4 95 63 02 30,info@hotel-lapietra.com,http://www.hotel-lapietra.com/,L'Île-Rousse,"Depuis 1961, l'hôtel La Pietra, idéalement situé sur l'île du même nom, vous reçoit les pieds dans l'eau avec une vue imprenable sur le Cap Corse. Spa, salle de massage, restaurant, bar: vivez une expérience élégante et voluptueuse dans un cadre unique."
374,Golfe Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,41.581376,9.276602,Rue du 9 septembre 1943,20137,+33 4 95 70 48 20,info@golfehotel-corse.com,http://www.golfehotel-corse.com/,Porto-Vecchio,"Le Golfe Hôtel vous propose une escale zen et charme, à quelques pas du centre ville et du port.
Sa situation centrale vous permettra de découvrir la Corse du Sud."
376,La Revellata,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.568,8.7535,Avenue Napoléon Route de Porto par la côte,20260,+33 4 95 65 01 89,hotelrevellata@orange.fr,https://www.hotelrevellata.com/,Calvi,"De style contemporain et design, cet hôtel vous offre une vue imprenable sur la mer, la citadelle de Calvi et la presqu'île de laquelle il tire son nom. Nous vous souhaitons un agréable séjour en Balagne et en Corse."
388,Jardin botanique fruitier d'Avapessa,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,42.559385,8.90357,Domaine du Gros Chêne,20225,+33 4 95 61 81 91,contact@jardinfruitieravapessa.com,http://www.jardinfruitieravapessa.com/,Avapessa,"Un jardin botanique fruitier de collection et expérimental unique en France de part sa diversité, son mode de culture entièrement naturel, sans engrais chimiques et sans pesticides. A découvrir avec les conseils du maître des lieux."
391,Les Pins de Santa Giulia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.535,9.2625,Route de Bonifacio,20137,+33 4 95 70 57 01,contact@lespinsdesantagiulia.com,http://www.lespinsdesantagiulia.com/,Porto-Vecchio,"Au sein d’une résidence calme classée ***, 16 villas climatisées et entièrement équipées avec piscine chauffée près de Santa Giulia dont 6 avec jardin privatif, petit-déjeuner livrés en villa."
392,Le Popeye,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.679154,9.301499,Port de Plaisance,20298,+33 4 95 37 19 07,,http://www.lepopeye.com/,Saint-Florent,"Accédez en bateau aux magnifiques plages de Saleccia et du Lotu avec la compagnie Le Popeye et U Saleccia au départ de Saint Florent. Pour une découverte de la côte jusqu'au Cap Corse, le Popeye vous propose également des promenades guidées en mer."
394,Hôtel Moderne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,41.590697,9.279419,10 cours Napoléon,20137,+33 4 95 70 06 36,contact@hotel-moderne.com,https://www.hotel-moderne.com/,Porto-Vecchio,Hôtel 4 étoiles contemporain et intimiste en plein coeur du centre historique de Porto-Vecchio.
395,L'Olivella,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.626342,8.921361,Route de Calvi Col de Fogata,20220,+33 6 03 88 99 54,contact@residence-olivella.fr,https://www.residence-olivella.fr/,Corbara,"Séjournez dans un cadre exceptionnel en plein cœur d’une oliveraie à l'Ile Rousse en Haute-Corse.
L’Olivella, résidence de tourisme agréable et accueillante vous offre un bel esprit de vacances et un panorama exceptionnel sur la mer."
396,Musée de la Résistance de Zonza,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#DefenceSite|http://schema.org/LocalBusiness,41.750492,9.171051,Village,20124,+33 4 95 78 56 33,musee-resistance-zonza@orange.fr,http://www.musee-resistance-zonza.fr/,Zonza,Découvrez l'histoire héroïque de la Résistance corse au Musée de la Résistance à Zonza. Plongez dans la seconde guerre mondiale à travers des documents authentiques. Des faits exemplaires de courage vous attendent dans ce haut-lieu de mémoire.
