,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
1436,Terrasse (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.347544,55.481747,Rue Amiral Lacaze,97410,+33 6 92 25 17 28,,,Saint-Pierre,
1437,Fabrik (La) - Espace Culturel Jean Pierre Clain,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-20.8858615,55.474865,"28, rue Léopold Rambaud",97490,+33 2 62 48 40 50,communication@lafabrik.biz,,Saint-Denis,
1438,Théâtre LES BAMBOUS,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.03891302,55.71840879,2 rue Jean Moulin,97470,+33 2 62 50 38 63,theatre@lesbambous.com,http://www.lesbambous.com/,Saint-Benoît,
1439,Jonque (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.343523,55.474357,"2, rue François de Mahy",97410,+33 2 62 25 57 78,,,Saint-Pierre,
1440,Relais du Portail (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.217703,55.298059,Aire du Portail - Chemin Tamarins,97424,+33 2 62 45 41 27,,,Saint-Leu,
1441,Mélijo (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.340417,55.463847,"90, rue du Havre - Ravine Blanche",97410,+33 2 62 33 70 03,,,Saint-Pierre,
1443,Escale des Calumets (L’),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.154985,55.609337,"679, rue de la République - Bras des Calumets",97431,+33 2 62 51 44 21,escaledescalumets@zeop.re,,La Plaine-des-Palmistes,
1444,Tropinion (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.349949,55.50967,"4, impasse des Citronnelles, apt n° 16 D - Ravine des Cafres",97410,+33 2 62 17 22 11,,http://vacances-reunion.e-monsite.com/,Saint-Pierre,
1446,Chez Bobonne,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.05233799,55.22715816,"3, rue Saint-Alexis",97434,+33 6 92 92 21 11,c.bobonne@gmail.com,https://cbobonne.wixsite.com/website,Saint-Paul,
1447,Caz des Orangers (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-20.97786595,55.34290765,"Chemin des Orangers - 24, impasse Cernot - Sans-Souci",97411,+33 2 62 44 50 32,infos.resa@lacazdesorangers.com,http://www.lacazdesorangers.com/,Saint-Paul,
1448,Il Etait Une Fois,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.169225,55.288217,"1, ruelle Rivière",97436,+33 6 92 68 96 19,,,Saint-Leu,
1449,Coco Thim,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.05469373,55.22612956,"165 bis, rue Général de Gaulle",97434,+33 2 62 24 23 24,thimappart@gmail.com,,Saint-Paul,
1450,Case Volcan (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.281557,55.795649,"123, RN2 - le Tremblet",97442,+33 6 92 18 37 53,,,Saint-Philippe,
1451,Restaurant Velli,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.9366947,55.67246007,"336, chemin Colosse - Champ Borne",97440,+33 2 62 46 03 38,restaurant.velli@gmail.com,https://www.restaurantvelli.com/,Saint-André,
1452,Etoile d'Orient (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.337501,55.475087,"68, rue Victor le Vigoureux",97410,+33 2 62 10 42 26,,,Saint-Pierre,
1454,Abaca Gîte,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.18449523,55.29172937,"7, impasse Jean Albany - Zac du Four à Chaux",97436,+33 2 62 34 77 71,jy.amblard@wanadoo.fr,http://www.abaca-gite.fr/,Saint-Leu,
1455,Cherry Narcisse (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.351743,55.56138,"10, rue du Casino",97429,+33 2 62 41 63 96,,,Petite-Île,
1456,Marmitte (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.13494324,55.46731179,Allée des Violettes,97413,+33 6 92 64 84 58,,,Cilaos,
1459,Restaurant de la Plage,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.29628494,55.39875398,"1, rue Lambert - Bel-Air",97450,+33 2 62 26 02 52,,,Saint-Louis,
1460,Tropic Asie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.93756026,55.28971027,"4, rue François de Mahy",97420,+33 2 62 43 94 64,,,Le Port,
1463,Camping Ermitage Lagon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.068858,55.222107,"60, avenue de Bourbon - Ermitage",97434,+33 2 62 96 36 70,contact@campingermitage.re,http://campingermitage.re/,Saint-Paul,
1465,Bungalow des Mimosas,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.354463,55.565143,"427 bis, rue Mahé Labourdonnais",97429,+33 2 62 35 30 63,,http://www.mik-location.re/,Petite-Île,
1466,Villa Carambole,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-20.909959,55.569934,"16, impasse des Pandas",97438,+33 2 62 61 01 92,lavillacarambole@gmail.com,http://www.lavillacarambole.com/,Sainte-Marie,
1467,Food Art's,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.884738,55.468379,"23, rue Léopold Rambaud - Cité des Arts",97490,+33 2 62 41 00 65,direction@foodarts.run,http://www.foodarts.run/,Saint-Denis,
1469,Caz' Oceane,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.13617583,55.30926689,"28, chemin Mutel",97416,+33 2 62 54 89 40,lacazoceane@gmail.com,http://www.chambredhoteslareunioncazoceane.com/,Saint-Leu,
1472,Calou Pilon (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.135375,55.473237,"9, rue Victorine Sery",97413,+33 2 62 31 72 47,caloupilonacilaos@orange.fr,http://caloupilonacilaos.simdif.com/,Cilaos,
1473,Studio de Monique,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.031757,55.227623,"10, allée du grand Hôtel les terrasses de Boucan - Apt 35",97434,+33 2 62 01 13 36,,,Saint-Paul,
1474,Ti' Chouchou,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.06558902,55.5194718,"42, rue Général de Gaulle",97433,+33 2 62 47 80 93,,,Salazie,
1475,Bistrot de St Paul (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.004651,55.280172,"191, Chaussée Royale",97460,+33 2 62 32 46 87,,,Saint-Paul,
1478,Plaza,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-20.877979,55.453501,"79, rue Pasteur",97400,+33 2 62 21 04 36,,http://www.cinepalmes.com/,Saint-Denis,
1481,Au Café des Délices,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.332803,55.481231,"1, rue Rodier",97410,+33 2 62 38 00 85,,,Saint-Pierre,
1482,Zanzibar Café (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.8786009,55.45154099,"41, rue Pasteur",97400,+33 2 62 20 01 18,,,Saint-Denis,
1485,Prizoners,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.31347,55.475549,"71, route Ligne Paradis",97410,+33 6 92 85 36 60,reunion@prizoners.com,https://www.prizoners.com/reunion,Saint-Pierre,
1486,Palmer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.333586,55.531731,"38, chemin du Cimetière - Mont-Vert les Bas",97410,+33 2 62 17 22 11,,http://vacances-reunion.e-monsite.com/,Saint-Pierre,
1487,Villa Club (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.070091,55.222848,"71, avenue de Bourbon - Ermitage",97434,+33 2 62 43 08 56,contact@lavilla-club.com,http://www.lavilla-club.com/,Saint-Paul,
1488,Tantan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.19588252,55.30311767,"192, chemin Léocadie",97424,+33 2 62 34 04 60,jeanmarc.naminzo@sfr.re,http://gitesnaminzo.monsite.wanadoo.fr/,Saint-Leu,
1489,Airsports Réunion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.097391,55.248523,Plateforme Ulm de La Saline-Les-Bains – RN1 A,97434,+33 6 92 61 53 61,contact@airsports-reunion.com,http://www.airsports-reunion.com/,Saint-Paul,
1491,Café Edouard,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.876854,55.449049,"13, ruelle Edouard",97400,+33 6 92 85 20 10,,,Saint-Denis,
1492,Papa's,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.899632,55.518412,32 rue Michel Ange - Centre Commercial Duparc,97438,+33 2 62 30 93 29,contact@papas.re,http://www.papas.re/,Sainte-Marie,
1493,Zoiseaux Pays,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.28409623,55.49835678,"95, chemin du Bonheur",97432,+33 6 92 83 73 33,maryse.tlc@gmail.com,http://www.gites-maryse-tsang.com/,Saint-Pierre,
1494,Est Bento,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.342112,55.478454,"1, rue Auguste Babet",97410,+33 2 62 02 08 03,ek@estbento.re,,Saint-Pierre,
1495,SAV (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.342042,55.478494,"1, rue Auguste Babet",97410,+33 2 62 38 11 61,,,Saint-Pierre,
1501,Camélia (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.142663,55.47291,"19, route du Brûlé Marron",97413,+33 6 92 86 62 18,,,Cilaos,
1502,Louise Yoland,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.04334682,55.39105344,Ilet aux Orangers - Mafate,97460,+33 2 62 43 50 90,,,Saint-Paul,
1504,P'tit Resto (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.240195,55.332948,"44, avenue du Général de Gaulle",97425,+33 2 62 49 80 61,,,Les Avirons,
1506,Case Pitey (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.271576,55.44863,"105, rue du Docteur Schweitzer",97421,+33 2 62 34 26 72,lacasepitey@yahoo.fr,http://lacasepitey.e-monsite.com/,Saint-Louis,
1507,Isoletta,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.35198,55.557615,"31, rue des Maraîchers",97429,+33 2 62 56 84 69,chambresdhotes.isoletta@gmail.com,,Petite-Île,
1509,Z'Oiseau Vert (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.251056,55.363825,"9, sentier des Abeilles - Les Canots",97427,+33 2 62 45 70 96,contact@zoiseauvert.re,http://www.zoiseauvert.re/,L'Étang-Salé,
1510,Pluies D'or (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.357888,55.566106,"160, rue Mahé Labourdonnais",97429,+33 2 62 56 92 12,sylvain.pothin@wanadoo.fr,,Petite-Île,
1511,Ti Fleurs Aimées,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.24205221,55.35834481,"425, chemin de la Ravine Sèche",97427,+33 2 62 38 32 61,ti.fleurs-aimees@orange.fr,http://www.creole.org/tifleurs,L'Étang-Salé,
1512,Lilas (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.24228492,55.48151463,"109 A, rue Défaud",97414,+33 6 92 60 21 04,vte.les-lilas@live.fr,,Entre-Deux,
1515,Terre Rouge,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.379,55.664,28 chemin Terre Rouge,97480,+33 6 92 22 46 20,fabricedally@yahoo.fr,http://www.terre-rouge.re/,Saint-Joseph,
1516,Palais Indien (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.341958,55.478031,"6 bis, rue Méziaire Guignard",97410,+33 2 62 12 69 71,,,Saint-Pierre,
1517,Petit Creux (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.021222,55.265779,"16, avenue Julius Bénard - Plateau Caillou",97460,+33 2 62 22 97 10,,,Saint-Paul,
1522,Fleur de Prunier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.343514,55.476062,20 boulevard Hubert Delisle - Apt 10 - Résidence le Newport,97410,+33 6 92 67 67 56,fleurdeprunier@orange.fr,https://lareunionfleurdeprunier.com/,Saint-Pierre,
1524,Chez Pailine,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.174019,55.287913,"2, rue Girimbelles",97436,+33 2 62 09 47 32,,,Saint-Leu,
1525,Ecrin des Myosotis (L'),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.280869,55.443396,"36 E, chemin des Myosotis",97421,+33 6 74 56 42 17,contact@location-saisonniere-974.re,http://www.location-saisonniere-974.re/,Saint-Louis,
1526,Casamélias (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.140067,55.470131,"7, rue des Muriers",97413,+33 2 62 96 85 56,casamelias.cilaos@gmail.com,,Cilaos,
1528,Costa Caffé,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.89418274,55.53340645,"5, rue André Lardy - Centre d'affaires de la Mare",97438,+33 2 62 97 09 62,,,Sainte-Marie,
1529,Raisins Marines (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.34413431,55.47083602,"17, Petit Boulevard Front de Mer",97410,+33 2 62 38 86 52,puyjarinet@wanadoo.fr,,Saint-Pierre,
1532,Studio Saint-Gilles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.073494,55.22454,"73, rue des Maldives - appt 66- rés. Carré St Gilles",97434,+33 6 92 21 04 71,bourgue.nadegepierre@wanadoo.fr,http://studiostgilles.skyrock.com/,Saint-Paul,
