,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
4109,Saglam Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,49.023509,2.464459,10 bis chemin de la Vierge,95190,+33 1 39 87 46 89,reservation@saglamhotel.com,http://saglamhotel.com/,Goussainville,"Construit en 2016, SAGLAM HÔTEL est le lieu idéal pour vous reposer dans un cadre moderne et confortable."
4110,Eglise Saint-Didier,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,49.007525,2.387977,1 rue Gambetta,95400,,,https://paroisse-saint-didier95.com/,Villiers-le-Bel,"L'église Saint-Didier était anciennement dédiée à Saint Éterne. Hormis deux murs et le croisillon sud remontant au premier quart du XIIIème siècle, l'édifice date essentiellement du dernier quart du XVème  siècle et de la seconde moitié du XVIème siècle."
4113,Sky Hotel CDG Goussainville,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,49.02102,2.454744,1 avenue Jacques Anquetil,95190,+33 1 39 88 49 49,sky.goussainville@grouphotel.fr,https://skyhotel.fr/,Goussainville,"Le Sky Hotel Goussainville Charles de Gaulle est installé à seulement 15 minutes de route de l’aéroport de Paris-Charles-de-Gaulle, de Villepinte, du parc des expositions de Paris-Nord Villepinte et du parc à thèmes Disneyland Paris."
4114,Parc du Château de Rambouillet,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,48.644967,1.817256,Parc du Château,78120,+33 1 34 83 00 25,rambouillet-reservation@monuments-nationaux.fr,,Rambouillet,"Classés Jardins Remarquables, les jardins du Château de Rambouillet s’étendent sur environ 150 hectares. Au cours de la promenade."
4130,All Suites Appart Hôtel Massy-Palaiseau,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.722,2.2476,25 avenue des Alliés,91120,+33 800 33 90 00,palaiseau@allsuites-appart.com,https://www.allsuites-apparthotel.com/residences-hotelieres/all-suites-appart-hotel-Palaiseau,Palaiseau,Découvrez notre appartement au cœur de Palaiseau
4131,Barrio Latino,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,48.851982,2.372526,46/48 rue du Faubourg-Saint-Antoine,75012,+33 1 55 78 84 75,,,Paris,"Salsa, bossa nova et musiques latines : le Barrio Latino vous offre l’ambiance de Cuba au cœur de Bastille."
4132,Barrio Latino,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,48.851982,2.372526,46/48 rue du Faubourg-Saint-Antoine,75012,+33 1 55 78 84 75,,,Paris,"Salsa, bossa nova et musiques latines : le Barrio Latino vous offre l’ambiance de Cuba au cœur de Bastille."
4133,Little Villette,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,48.890703,2.390084,221 avenue Jean Jaurès,75019,+33 1 40 03 75 75,,http://lavillette.com/,Paris,"Installé au Parc de la Villette, Little Villette c'est un espace dédié aux enfants , un lieu ouvert où ils pourront participer à des activités variées entre cirque, ateliers bricolage. Un programme qui pourra les occuper tout au long de l'année !"
4134,Little Villette,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,48.890703,2.390084,221 avenue Jean Jaurès,75019,+33 1 40 03 75 75,,http://lavillette.com/,Paris,"Installé au Parc de la Villette, Little Villette c'est un espace dédié aux enfants , un lieu ouvert où ils pourront participer à des activités variées entre cirque, ateliers bricolage. Un programme qui pourra les occuper tout au long de l'année !"
4137,La REcyclerie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,48.897621,2.343922,83 boulevard Ornano,75018,+33 1 42 57 58 49,contact@larecyclerie.com,http://www.larecyclerie.com/,Paris,"La Recyclerie est un tiers lieu de loisirs axé sur les nouvelles pratiques du quotidien, baigné dans un univers qui fait la part belle au low-tech, au tangible, au manuel, à la transmission et à la réappropriation des traditions utiles."
4138,La REcyclerie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,48.897621,2.343922,83 boulevard Ornano,75018,+33 1 42 57 58 49,contact@larecyclerie.com,http://www.larecyclerie.com/,Paris,"La Recyclerie est un tiers lieu de loisirs axé sur les nouvelles pratiques du quotidien, baigné dans un univers qui fait la part belle au low-tech, au tangible, au manuel, à la transmission et à la réappropriation des traditions utiles."
4139,Musée du vin Paris,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.857679,2.284746,"5, square Charles Dickens",75016,+33 1 45 25 63 26,info@museeduvinparis.com,https://www.lemparis.com/,Paris 16e Arrondissement,Découvrez un musée unique et insolite dans les anciens caveaux de l’Abbaye de Passy datant du XVe siècle
4140,Musée du vin Paris,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.857679,2.284746,"5, square Charles Dickens",75016,+33 1 45 25 63 26,info@museeduvinparis.com,https://www.lemparis.com/,Paris 16e Arrondissement,Découvrez un musée unique et insolite dans les anciens caveaux de l’Abbaye de Passy datant du XVe siècle
4141,Maison de la Pêche et de la Nature,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#InterpretationCentre|http://schema.org/LocalBusiness,48.898716,2.27509,22 allée Claude Monet,92300,+33 1 47 57 17 32,infos@maisondelapeche.net,http://maisondelapeche.net/,Levallois-Perret,"Découvrez  la pêche, les milieux aquatiques de la Seine et de son environnement urbain, sur l’Île de la Jatte de Levallois"
4142,Maison de la Pêche et de la Nature,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#InterpretationCentre|http://schema.org/LocalBusiness,48.898716,2.27509,22 allée Claude Monet,92300,+33 1 47 57 17 32,infos@maisondelapeche.net,http://maisondelapeche.net/,Levallois-Perret,"Découvrez  la pêche, les milieux aquatiques de la Seine et de son environnement urbain, sur l’Île de la Jatte de Levallois"
4143,Musée de l'Armée  - Hôtel National des Invalides,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#DefenceSite|http://schema.org/LocalBusiness,48.855935,2.312543,129 rue de Grenelle,75007,+33 1 44 42 38 77,accueil@musee-armee.fr,https://www.musee-armee.fr/accueil.html,Paris,"De l’armure de François Ier au monumental tombeau de Napoléon Ier, redécouvrez l’histoire de France à travers les collections du musée de l’Armée, situé en plein cœur de Paris dans le cadre prestigieux de l'Hôtel national des Invalides."
4144,Musée de l'Armée  - Hôtel National des Invalides,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#DefenceSite|http://schema.org/LocalBusiness,48.855935,2.312543,129 rue de Grenelle,75007,+33 1 44 42 38 77,accueil@musee-armee.fr,https://www.musee-armee.fr/accueil.html,Paris,"De l’armure de François Ier au monumental tombeau de Napoléon Ier, redécouvrez l’histoire de France à travers les collections du musée de l’Armée, situé en plein cœur de Paris dans le cadre prestigieux de l'Hôtel national des Invalides."
4145,Marin d'eau douce Paris,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,48.886081,2.372959,37 quai de la Seine,75019,+33 9 70 71 40 60,contact@marindeaudouce.fr,https://www.marindeaudouce.fr/,Paris,Voguer sur les canaux parisiens sur de petits bateaux sans permis que vous pourrez vous-même conduire.
4146,Marin d'eau douce Paris,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,48.886081,2.372959,37 quai de la Seine,75019,+33 9 70 71 40 60,contact@marindeaudouce.fr,https://www.marindeaudouce.fr/,Paris,Voguer sur les canaux parisiens sur de petits bateaux sans permis que vous pourrez vous-même conduire.
4149,Pavillon de l'Arsenal,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#InterpretationCentre|http://schema.org/LocalBusiness,48.850385,2.362092,21 boulevard Morland,75004,+33 1 42 76 33 97,infopa@pavillon-arsenal.com,http://www.pavillon-arsenal.com/,Paris 4e Arrondissement,"Au Pavillon de l’Arsenal, architecture et urbanisme de Paris sont mis à la portée de tous grâce aux expos, films et photos."
4150,Pavillon de l'Arsenal,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#InterpretationCentre|http://schema.org/LocalBusiness,48.850385,2.362092,21 boulevard Morland,75004,+33 1 42 76 33 97,infopa@pavillon-arsenal.com,http://www.pavillon-arsenal.com/,Paris 4e Arrondissement,"Au Pavillon de l’Arsenal, architecture et urbanisme de Paris sont mis à la portée de tous grâce aux expos, films et photos."
4151,Observatoire panoramique de la Tour Montparnasse,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#InterpretationCentre|http://schema.org/LocalBusiness,48.842162,2.322114,33 avenue du Maine,75015,+33 1 45 38 52 56,,http://www.tourmontparnasse56.com/,Paris 15e Arrondissement,Le sommet de la Tour Montparnasse vous promet des souvenirs inoubliables à 210 mètres d’altitude.
4152,Observatoire panoramique de la Tour Montparnasse,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#InterpretationCentre|http://schema.org/LocalBusiness,48.842162,2.322114,33 avenue du Maine,75015,+33 1 45 38 52 56,,http://www.tourmontparnasse56.com/,Paris 15e Arrondissement,Le sommet de la Tour Montparnasse vous promet des souvenirs inoubliables à 210 mètres d’altitude.
4153,Parc des Lilas,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,48.78219,2.387955,Voie des Monis,94400,,,http://www.valdemarne.fr/vivre-en-val-de-marne/nature-et-sport/le-parc-des-lilas,Vitry-sur-Seine,"Rendez-vous à Vitry-sur-Seine pour une balade, un pique-nique ou une partie de foot dans le Parc des Lilas, espace vert d’une grande richesse botanique."
4154,Parc des Lilas,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,48.78219,2.387955,Voie des Monis,94400,,,http://www.valdemarne.fr/vivre-en-val-de-marne/nature-et-sport/le-parc-des-lilas,Vitry-sur-Seine,"Rendez-vous à Vitry-sur-Seine pour une balade, un pique-nique ou une partie de foot dans le Parc des Lilas, espace vert d’une grande richesse botanique."
4155,Maison d'Art Bernard Anthonioz,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.834612,2.48772,16 rue Charles VII,94130,+33 1 48 71 90 07,contact@maba.fnagp.fr,https://www.fondationdesartistes.fr/lieu/maba/,Nogent-sur-Marne,"Lieu d'exposition dédié à la création contemporaine : photographie, graphisme, vidéo, art contemporain."
4156,Maison d'Art Bernard Anthonioz,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.834612,2.48772,16 rue Charles VII,94130,+33 1 48 71 90 07,contact@maba.fnagp.fr,https://www.fondationdesartistes.fr/lieu/maba/,Nogent-sur-Marne,"Lieu d'exposition dédié à la création contemporaine : photographie, graphisme, vidéo, art contemporain."
4160,Musée national des arts asiatiques - Guimet,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.865056,2.293717,6 place d'Iéna,75116,+33 1 56 52 53 00,contact@guimet.fr,http://www.guimet.fr/,Paris 16e Arrondissement,Le musée Guimet possède l'une des plus complètes collections d'art asiatique au monde.
4161,Musée national des arts asiatiques - Guimet,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.865056,2.293717,6 place d'Iéna,75116,+33 1 56 52 53 00,contact@guimet.fr,http://www.guimet.fr/,Paris 16e Arrondissement,Le musée Guimet possède l'une des plus complètes collections d'art asiatique au monde.
4162,Nouveau Casino,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,48.865786,2.377622,109 rue Oberkampf,75011,+33 1 43 57 57 40,,,Paris 11e Arrondissement,"Lieu de musique et d’images, le Nouveau Casino propose une programmation pointue et audacieuse en musiques actuelles : rock et électro."
4163,Nouveau Casino,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,48.865786,2.377622,109 rue Oberkampf,75011,+33 1 43 57 57 40,,,Paris 11e Arrondissement,"Lieu de musique et d’images, le Nouveau Casino propose une programmation pointue et audacieuse en musiques actuelles : rock et électro."
4164,Musée de Cluny - Musée national du Moyen Âge,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.850325,2.343921,6 place Paul Plainlevé,75005,+33 1 53 73 78 16,contact.muse-moyenage@culture.gouv.fr,http://www.musee-moyenage.fr/,Paris 5e Arrondissement,"Mille ans d'histoire médiévale s'exposent au musée de Cluny, dans les anciens thermes de Lutèce, au coeur du Quartier Latin."
4165,Musée de Cluny - Musée national du Moyen Âge,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.850325,2.343921,6 place Paul Plainlevé,75005,+33 1 53 73 78 16,contact.muse-moyenage@culture.gouv.fr,http://www.musee-moyenage.fr/,Paris 5e Arrondissement,"Mille ans d'histoire médiévale s'exposent au musée de Cluny, dans les anciens thermes de Lutèce, au coeur du Quartier Latin."
4168,Eglise Saint-Mammès,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,48.452803,2.475865,rue des Francs tireurs,91490,+33 6 88 57 62 12,,,Dannemois,L’église de Dannemois doit son originalité à son chœur gothique effondré en 1900 lui donnant une silhouette étonnante.
4177,Parcours patrimonial connecté de Roissy-en-France,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,49.002066,2.519501,"6, Allée du Verger",95700,+33 1 34 29 43 14,office-tourisme@ville-roissy95.fr,https://www.grand-roissy-tourisme.com/le-guide-pratique/profiter-sur-place/itineraires-randonnee/,Roissy-en-France,Découvrez l'histoire de Roissy-en-France à travers son parcours connecté !
4178,Visite du village Roissy-en-France,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,49.002066,2.519501,"6, Allée du Verger",95700,+33 1 34 29 43 14,office-tourisme@ville-roissy95.fr,https://www.grand-roissy-tourisme.com/le-guide-pratique/profiter-sur-place/itineraires-randonnee/,Roissy-en-France,Découvrez l'histoire du village qui est passé en 20 ans de la charrue au supersonique !
4179,Hyatt House Paris Charles de Gaulle Airport,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.986172,2.510485,241 Rue de la Belle Étoile,95700,+33 1 48 16 12 34,parisairport.house@hyatt.com,https://www.hyatthousepariscdgairport.com/,Roissy-en-France,"Nos appartements, adaptés à des séjours de longue durée, offrent des studios et suites avec chambre séparée, une cuisine entièrement équipée et des services tels que le petit-déjeuner inclut, une salle de sport 24h/24 et 7j/7, un restaurant et un bar"
4192,Parcours culturel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,49.022704,2.363219,1 place de l'Eglise Manoir des Tourelles,95440,+33 1 39 90 85 32,ecouen@grand-roissy-tourisme.com,https://www.grand-roissy-tourisme.com/la-destination/les-territoires/ecouen/,Écouen,"A travers ce parcours culturel, la Ville d'Ecouen vous invite à découvrir son patrimoine, intimement lié à l'histoire de France et inscrit dans son quotidien."
4193,Parcours des peintres,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,49.018088,2.379366,1 place de l'Eglise Manoir des Tourelles,95440,+33 1 39 90 85 32,ecouen@grand-roissy-tourisme.com,,Écouen,Découvrez  Écouen à travers les peintres qui ont travaillé au XIXème siècle dans cette commune. Tout au long du parcours vous trouverez des explications sur des lutrins.
4194,Bureau d'Information Touristique d'Écouen,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,49.017955,2.379322,1 place de l'Eglise Manoir des Tourelles,95440,+33 1 39 90 85 32,ecouen@grand-roissy-tourisme.com,https://www.grand-roissy-tourisme.com/,Écouen,"Bienvenue à Écouen !
Entre forêt et patrimoine historique, vous allez vivre une expérience inédite dans une ville d’île-de-France pas comme les autres."
4211,Hôtel Ibis Massy,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.729515,2.301984,6 rue du saule trapu,91300,+33 1 60 11 20 30,,,Massy,"Situé dans la ZA du Moulin de Massy et du pôle économique Antonypole, l'hôtel Ibis de Massy est situé à seulement 3 km de la gare Massy TGV. Accessible via les autoroutes A6, A10 et la N20, cet hôtel est à seulement 10 km de l'aéroport d'Orly."
4228,Office de Tourisme de Rebais,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,48.846588,3.232017,9 place du Marché,77510,+33 1 64 65 47 44,rebais@provins.net,,Rebais,Bienvenue au Bureau d'Information Touristique de Rebais !
4229,Office de Tourisme de Rebais,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,48.846588,3.232017,9 place du Marché,77510,+33 1 64 65 47 44,rebais@provins.net,,Rebais,Bienvenue au Bureau d'Information Touristique de Rebais !
4230,Eglise de Saint-Loup-de-Naud,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Abbey,48.536008,3.209091,Rue Serge Veau,77650,+33 1 64 08 62 58,,http://www.saintloupdenaud.fr/,Saint-Loup-de-Naud,L’un des plus beaux édifices romans d’Île-de-France.
4231,Eglise de Saint-Loup-de-Naud,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Abbey,48.536008,3.209091,Rue Serge Veau,77650,+33 1 64 08 62 58,,http://www.saintloupdenaud.fr/,Saint-Loup-de-Naud,L’un des plus beaux édifices romans d’Île-de-France.
4232,Eglise Saint Hubert,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,48.670626,3.314097,Rue Saint Hubert,77560,+33 6 75 65 67 04,,,Les Marêts,"Au cœur d'un site remarquable, la petite église Saint-Hubert offre aux visiteurs un ensemble exceptionnel et sans équivalence."
4233,Eglise Saint Hubert,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,48.670626,3.314097,Rue Saint Hubert,77560,+33 6 75 65 67 04,,,Les Marêts,"Au cœur d'un site remarquable, la petite église Saint-Hubert offre aux visiteurs un ensemble exceptionnel et sans équivalence."
